"code","title","umbrella_code","founder","main_category","category","has_interest","is_hedge","currency_type"
SPR,BV PORTFÖY SPOR ENDÜSTRİSİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,BV Portföy,Değişken,Spor,true,false,Tümü
BLD,DENİZ PORTFÖY BALEV EĞİTİME DESTEK SERBEST FON,Serbest Şemsiye Fonu,Deniz Portföy,Değişken,Değişken,true,true,Tümü
DKL,DENİZ PORTFÖY BİRİNCİ KATILIM SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,Deniz Portföy,Döviz,Döviz,true,true,Döviz
BCK,DENİZ PORTFÖY BLOCKCHAİN VE FINTECH TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,Deniz Portföy,Değişken,Blockchain,true,false,Tümü
DL2,DENİZ PORTFÖY İKİNCİ PARA PİYASASI (TL) FONU,Para Piyasası Şemsiye Fonu,Deniz Portföy,Para Piyasası,Para Piyasası,true,false,Türk Lira
MTG,DENİZ PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOGUN FON),Serbest Şemsiye Fonu,Deniz Portföy,Hisse Senedi,Mutlak Getiri Hedefli,true,true,Tümü
DKR,DENİZ PORTFÖY ONDÖRDÜNCÜ SERBEST FON,Serbest Şemsiye Fonu,Deniz Portföy,Değişken,Değişken,true,true,Tümü
SSK,DENİZ PORTFÖY SAĞLIK SEKTÖRÜ DEĞİŞKEN FON,Değişken Şemsiye Fonu,Deniz Portföy,Değişken,Sağlık,true,false,Tümü
EDT,DENİZ PORTFÖY TED EĞİTİME DESTEK SERBEST FON,Serbest Şemsiye Fonu,Deniz Portföy,Değişken,Değişken,true,true,Tümü
DUV,DENİZ PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,Deniz Portföy,Borçlanma Araçları,Uzun Vadeli,true,false,Tümü
FPG,FİBA PORTFÖY GÜMÜŞ SERBEST FON,Serbest Şemsiye Fonu,Fiba Portföy,Emtia,Gümüş,true,true,Tümü
FD1,FONERİA PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,Foneria Portföy,Değişken,Değişken,true,false,Tümü
FS6,FONERİA PORTFÖY İKİNCİ İSTATİSTİKSEL ARBİTRAJ SERBEST FON,Serbest Şemsiye Fonu,Foneria Portföy,İstatistiksel Arbitraj,İstatistiksel Arbitraj,true,true,Tümü
FTF,FONERİA PORTFÖY TEKNOLOJİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,Foneria Portföy,Fon Sepeti,Teknoloji,true,false,Tümü
FRC,FONMAP PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,Fonmap Portföy,Hisse Senedi,Hisse Senedi,true,true,Tümü
GNS,GARANTİ PORTFÖY ENERJİ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Garanti Portföy,Hisse Senedi,Enerji,true,false,Türk Lira
GTH,GARANTİ PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Garanti Portföy,Hisse Senedi,İhracatçı Şirketler,true,false,Türk Lira
PIP,GARANTİ PORTFÖY İKİNCİ PARA PİYASASI SERBEST (TL) FON,Serbest Şemsiye Fonu,Garanti Portföy,Değişken,Değişken,true,true,Türk Lira
GID,GARANTİ PORTFÖY İNŞAAT SEKTÖRÜ DEĞİŞKEN FON,Değişken Şemsiye Fonu,Garanti Portföy,Değişken,İnşaat,true,false,Tümü
GKG,GARANTİ PORTFÖY KAR PAYI ÖDEYEN HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Garanti Portföy,Hisse Senedi,Kar Payı Ödeyen,true,false,Türk Lira
MUT,GARANTİ PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,Garanti Portföy,Hisse Senedi,Mutlak Getiri Hedefli,true,true,Tümü
GUB,GARANTİ PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,Garanti Portföy,Borçlanma Araçları,Özel Sektör Borçlanma Araçları,true,false,Tümü
SGT,GARANTİ PORTFÖY SİBER GÜVENLİK TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,Garanti Portföy,Değişken,Siber Güvenlik,true,false,Tümü
GRT,GARANTİ PORTFÖY TEKNOLOJİ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Garanti Portföy,Hisse Senedi,Teknoloji,true,false,Türk Lira
GUV,GARANTİ PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,Garanti Portföy,Borçlanma Araçları,Borçlanma Araçları,true,false,Tümü
GPZ,GARANTİ PORTFÖY ÜÇÜNCÜ PARA PİYASASI FONU,Para Piyasası Şemsiye Fonu,Garanti Portföy,Para Piyasası,Para Piyasası,true,false,Tümü
YIT,GARANTİ PORTFÖY YARI İLETKEN TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,Garanti Portföy,Hisse Senedi,Değişken,true,false,Tümü
GNH,GLOBAL MD PORTFÖY ALGORİTMİK MODEL HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Global Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
HAM,HEDEF PORTFÖY ALTIN KATILIM FONU,Katılım Şemsiye Fonu,Hedef Portföy,Emtia,Altın Fonu,false,false,Tümü
HAT,HEDEF PORTFÖY ATLAS İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,Hedef Portföy,İstatistiksel Arbitraj,Hisse Senedi,true,true,Tümü
HFI,HEDEF PORTFÖY İKİNCİ KATILIM HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,Hedef Portföy,Hisse Senedi,Hisse Senedi,true,true,Tümü
HPH,HEDEF PORTFÖY PARA PİYASASI KATILIM FONU,Katılım Şemsiye Fonu,Hedef Portföy,Para Piyasası,Para Piyasası,false,false,Tümü
SOS,HEDEF PORTFÖY SAĞLIK SEKTÖRÜ DEĞİŞKEN FON,Değişken Şemsiye Fonu,Hedef Portföy,Değişken,Sağlık,true,false,Tümü
HTJ,HEDEF PORTFÖY TEKNOLOJİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,Hedef Portföy,Değişken,Değişken,true,false,Tümü
DUH,HEDEF PORTFÖY UFUK HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,Hedef Portföy,Hisse Senedi,Hisse Senedi,true,true,Tümü
HNC,HEDEF PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Hedef Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
HYU,HSBC PORTFÖY KISA VADELİ SERBEST (TL) FON,Serbest Şemsiye Fonu,HSBC Portföy,Borçlanma Araçları,Kısa Vadeli,true,true,Türk Lira
IV8,INVEO PORTFÖY KİRA SERTİFİKALARI KATILIM FONU,Katılım Şemsiye Fonu,Inveo Portföy,Borçlanma Araçları,Kira Sertifikaları,false,false,Tümü
IMB,İSTANBUL PORTFÖY ALGORİTMİK MODEL HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,İstanbul Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
IHP,İSTANBUL PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,İstanbul Portföy,Hisse Senedi,Hisse Senedi,true,true,Türk Lira
IAM,İŞ PORTFÖY AGRESİF FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,İş Portföy,Fon Sepeti,Fon Sepeti,true,false,Tümü
BHL,İŞ PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,İş Portföy,Hisse Senedi,Hisse Senedi,true,true,Tümü
KPH,İŞ PORTFÖY KAR PAYI ÖDEYEN HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,İş Portföy,Hisse Senedi,Hisse Senedi,true,false,Türk Lira
IML,İŞ PORTFÖY MODEL PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,İş Portföy,Hisse Senedi,Hisse Senedi,true,false,Türk Lira
MGB,İŞ PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,İş Portföy,Hisse Senedi,Hisse Senedi,true,true,Tümü
YBR,İŞ PORTFÖY YİRMİBİRİNCİ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,İş Portföy,Döviz,Döviz,true,true,Döviz
KHB,KARE PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Kare Portföy,Hisse Senedi,BIST100 Dışı,true,false,Tümü
KCL,KARE PORTFÖY ÇOKLU VARLIK KATILIM FONU,Katılım Şemsiye Fonu,Kare Portföy,Karma,Karma,false,false,Tümü
KIH,KARE PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,Kare Portföy,İstatistiksel Arbitraj,Hisse Senedi,true,true,Tümü
KKC,KARE PORTFÖY KATILIM SERBEST (DÖVİZ-AVRO) FON,Serbest Şemsiye Fonu,Kare Portföy,Döviz,Döviz,true,true,Döviz
KP3,KARE PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,Kare Portföy,Döviz,Döviz,true,true,Döviz
KGM,KUVEYT TÜRK PORTFÖY GÜMÜŞ KATILIM FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,Kuveyttürk Portföy,Fon Sepeti,Gümüş,false,false,Tümü
KZU,KUVEYT TÜRK PORTFÖY İKİNCİ ALTIN KATILIM FONU,Katılım Şemsiye Fonu,Kuveyttürk Portföy,Emtia,Altın Fonu,false,false,Tümü
KPA,KUVEYT TÜRK PORTFÖY KAR PAYI ÖDEYEN KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Kuveyttürk Portföy,Hisse Senedi,Hisse Senedi,false,false,Tümü
KPD,KUVEYT TÜRK PORTFÖY KAR PAYI ÖDEYEN KATILIM SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,Kuveyttürk Portföy,Döviz,Döviz,false,true,Döviz
MKA,MARMARA CAPİTAL PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Marmara Portföy,Hisse Senedi,Hisse Senedi,false,false,Türk Lira
MHF,MT PORTFÖY BIST HALKA ARZ ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,MT Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
MBR,MT PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,MT Portföy,Borçlanma Araçları,Borçlanma Araçları,true,false,Tümü
MD1,MT PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,MT Portföy,Değişken,Değişken,true,false,Tümü
MTH,MT PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,MT Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
MTF,MT PORTFÖY BİRİNCİ İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,MT Portföy,Hisse Senedi,Hisse Senedi,true,true,Türk Lira
MT1,MT PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,MT Portföy,Döviz,Döviz,true,true,Döviz
MD2,MT PORTFÖY İKİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,MT Portföy,Değişken,Değişken,true,false,Tümü
MPL,MT PORTFÖY PARA PİYASASI (TL) FONU,Para Piyasası Şemsiye Fonu,MT Portföy,Para Piyasası,Para Piyasası,true,false,Türk Lira
NFF,NEO PORTFÖY FON SEPETİ SERBEST FON,Serbest Şemsiye Fonu,NEO Portföy,Fon Sepeti,Fon Sepeti,true,true,Tümü
KPF,NEO PORTFÖY KAPADOKYA HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,NEO Portföy,Hisse Senedi,Hisse Senedi,true,true,Tümü
NKA,NEO PORTFÖY KATILIM SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,NEO Portföy,Döviz,Döviz,false,true,Döviz
NSA,NEO PORTFÖY PARA PİYASASI KATILIM SERBEST FON,Serbest Şemsiye Fonu,NEO Portföy,Para Piyasası,Para Piyasası,false,true,Tümü
NUB,NUROL PORTFÖY BEŞİNCİ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,Nurol Portföy,Döviz,Döviz,true,true,Döviz
NPH,NUROL PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Nurol Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
NSH,NUROL PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,Nurol Portföy,İstatistiksel Arbitraj,Hisse Senedi,true,true,Tümü
NLK,NUROL PORTFÖY KISA VADELİ SERBEST FON,Serbest Şemsiye Fonu,Nurol Portföy,Borçlanma Araçları,Kısa Vadeli,true,true,Tümü
NME,NUROL PORTFÖY MERCAN KATILIM SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,Nurol Portföy,Döviz,Döviz,false,true,Döviz
NSP,NUROL PORTFÖY PARA PİYASASI KATILIM FONU,Katılım Şemsiye Fonu,Nurol Portföy,Para Piyasası,Para Piyasası,false,false,Tümü
NZU,NUROL PORTFÖY ZÜMRÜT KATILIM SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,Nurol Portföy,Döviz,Döviz,true,true,Döviz
PPH,PARDUS PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Pardus Portföy,Hisse Senedi,BIST100 Dışı,true,false,Türk Lira
BDS,PARDUS PORTFÖY BIST 30 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Pardus Portföy,Hisse Senedi,BIST30 Dışı,true,false,Türk Lira
PBI,PARDUS PORTFÖY BİRİNCİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,Pardus Portföy,Fon Sepeti,Fon Sepeti,true,false,Tümü
PP1,PARDUS PORTFÖY BİRİNCİ KATILIM FONU,Katılım Şemsiye Fonu,Pardus Portföy,Hisse Senedi,Değişken,true,false,Tümü
PKV,PARDUS PORTFÖY KISA VADELİ SERBEST (TL) FON,Serbest Şemsiye Fonu,Pardus Portföy,Borçlanma Araçları,Kısa Vadeli,true,true,Türk Lira
POS,PARDUS PORTFÖY ONBEŞİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,Pardus Portföy,Hisse Senedi,Hisse Senedi,true,true,Türk Lira
PTO,PARDUS PORTFÖY TEMETTÜ ÖDEYEN ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Pardus Portföy,Hisse Senedi,Temettü Ödeyen Şirketler,true,false,Tümü
PBN,PİRAMİT PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,Piramit Portföy,Hisse Senedi,Hisse Senedi,true,true,Tümü
PID,PİRAMİT PORTFÖY DEĞİŞKEN FON,Değişken Şemsiye Fonu,Piramit Portföy,Değişken,Değişken,true,false,Tümü
PHI,PİRAMİT PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Piramit Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
PPM,PİRAMİT PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,Piramit Portföy,Hisse Senedi,Mutlak Getiri Hedefli,true,true,Tümü
PRD,PİRAMİT PORTFÖY PARA PİYASASI (TL) FONU,Para Piyasası Şemsiye Fonu,Piramit Portföy,Para Piyasası,Para Piyasası,true,false,Türk Lira
ORC,QINVEST PORTFÖY ALFA SERBEST FON,Serbest Şemsiye Fonu,QInvest Portföy,Değişken,Değişken,true,true,Tümü
PGD,QİNVEST PORTFÖY AGRESİF DEĞİŞKEN FON,Değişken Şemsiye Fonu,QInvest Portföy,Değişken,Değişken,true,false,Tümü
DNM,QNB PORTFÖY DİNAMİK DAĞILIMLI SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,QNB Portföy,Döviz,Döviz,true,true,Döviz
PPK,QNB PORTFÖY PARA PİYASASI KATILIM (TL) FONU,Katılım Şemsiye Fonu,QNB Portföy,Para Piyasası,Para Piyasası,false,false,Türk Lira
RBL,QNB PORTFÖY ROBOTİK VE BLOCKCHAİN TEKNOLOJİLERİ SERBEST FON,Serbest Şemsiye Fonu,QNB Portföy,Hisse Senedi,Blockchain,true,true,Tümü
RBB,RE-PIE PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI (TL) FONU,Borçlanma Araçları Şemsiye Fonu,Re-pie Portföy,Borçlanma Araçları,Borçlanma Araçları,true,false,Türk Lira
RHI,RE-PIE PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Re-pie Portföy,Hisse Senedi,Hisse Senedi,true,false,Türk Lira
RBP,RE-PIE PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU,Para Piyasası Şemsiye Fonu,Re-pie Portföy,Para Piyasası,Para Piyasası,true,false,Türk Lira
RKH,RE-PIE PORTFÖY KATILIM HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,Re-pie Portföy,Hisse Senedi,Hisse Senedi,true,true,Türk Lira
RRP,RE-PIE PORTFÖY PARA PİYASASI KATILIM (TL) FON,Katılım Şemsiye Fonu,Re-pie Portföy,Para Piyasası,Para Piyasası,true,false,Türk Lira
RTD,RE-PIE PORTFÖY TEKNOLOJİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,Re-pie Portföy,Değişken,Değişken,true,false,Tümü
RBF,ROTA PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,Rota Portföy,Borçlanma Araçları,Borçlanma Araçları,true,false,Tümü
RD1,ROTA PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,Rota Portföy,Değişken,Değişken,true,false,Tümü
RDF,ROTA PORTFÖY DOKUZUNCU HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,Rota Portföy,Hisse Senedi,Hisse Senedi,true,true,Tümü
RPI,ROTA PORTFÖY İKİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Rota Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
CFO,ROTA PORTFÖY İKİNCİ PARA PİYASASI FONU,Para Piyasası Şemsiye Fonu,Rota Portföy,Para Piyasası,Para Piyasası,true,false,Tümü
RKS,ROTA PORTFÖY KİRA SERTİFİKALARI KATILIM FONU,Katılım Şemsiye Fonu,Rota Portföy,Borçlanma Araçları,Kira Sertifikaları,false,false,Tümü
DNK,TACİRLER PORTFÖY DENGE KATILIM SERBEST FON,Serbest Şemsiye Fonu,Tacirler Portföy,Değişken,Değişken,false,true,Tümü
PTE,TEB PORTFÖY BİRİNCİ PARA PİYASASI SERBEST (TL) FON,Serbest Şemsiye Fonu,TEB Portföy,Para Piyasası,Para Piyasası,true,true,Türk Lira
MRI,TEB PORTFÖY MERİDYEN SERBEST FON,Serbest Şemsiye Fonu,TEB Portföy,Değişken,Değişken,true,true,Tümü
TRJ,TERA PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI (TL) FONU,Borçlanma Araçları Şemsiye Fonu,Tera Portföy,Borçlanma Araçları,Borçlanma Araçları,true,false,Türk Lira
DOH,TERA PORTFÖY DÖRDÜNCÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,Tera Portföy,Hisse Senedi,Hisse Senedi,true,true,Türk Lira
THF,TERA PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Tera Portföy,Hisse Senedi,Hisse Senedi,true,false,Türk Lira
TRU,TERA PORTFÖY KATILIM SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,Tera Portföy,Döviz,Döviz,true,true,Döviz
TP2,TERA PORTFÖY PARA PİYASASI (TL) FONU,Para Piyasası Şemsiye Fonu,Tera Portföy,Para Piyasası,Para Piyasası,true,false,Tümü
TRO,TRIVE PORTFÖY ALTIN FONU,Kıymetli Madenler Şemsiye Fonu,Trive Portföy,Emtia,Altın Fonu,true,false,Tümü
THT,TRİVE PORTFÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,Trive Portföy,Hisse Senedi,Hisse Senedi,true,true,Tümü
KRA,TRİVE PORTFÖY KİRA SERTİFİKALARI KATILIM FONU,Katılım Şemsiye Fonu,Trive Portföy,Borçlanma Araçları,Kira Sertifikaları,false,false,Tümü
FLS,YAPI KREDİ PORTFÖY FLORYA SERBEST (DÖVİZ-AVRO) FON,Serbest Şemsiye Fonu,Yapı Kredi Portföy,Hisse Senedi,Döviz,true,true,Döviz
YHI,YAPI KREDİ PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,Yapı Kredi Portföy,Hisse Senedi,İnşaat,true,true,Türk Lira
YMH,YAPI KREDİ PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,Yapı Kredi Portföy,Hisse Senedi,Hisse Senedi,true,true,Tümü
YSO,YAPI KREDİ PORTFÖY SAĞLIK SEKTÖRÜ SERBEST FON,Serbest Şemsiye Fonu,Yapı Kredi Portföy,Hisse Senedi,Sağlık - İlaç,true,true,Tümü
SSS,YAPI KREDİ PORTFÖY SAVUNMA SANAYİİ ŞİRKETLERİ ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Yapı Kredi Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
YVB,YAPI KREDİ PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,Yapı Kredi Portföy,Borçlanma Araçları,Borçlanma Araçları,true,false,Tümü
BIG,YAPI KREDİ PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Yapı Kredi Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
PPI,YAPI KREDİ PORTFÖY ÜÇÜNCÜ PARA PİYASASI (TL) FONU,Para Piyasası Şemsiye Fonu,Yapı Kredi Portföy,Para Piyasası,Para Piyasası,true,false,Türk Lira
YBH,YAPI KREDİ PORTFÖY 5-15 YIL VADELİ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,Yapı Kredi Portföy,Döviz,Döviz,true,true,Döviz
ZBI,ZİRAAT PORTFÖY ÇOKLU VARLIK BİRİNCİ KATILIM FONU,Katılım Şemsiye Fonu,Ziraat Portföy,Değişken,Değişken,false,false,Tümü
ZCK,ZİRAAT PORTFÖY ÇOKLU VARLIK İKİNCİ KATILIM FONU,Katılım Şemsiye Fonu,Ziraat Portföy,Değişken,Değişken,false,false,Tümü
ZHH,ZİRAAT PORTFÖY HALKBANK SÜRDÜRÜLEBİLİRLİK 30 ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Ziraat Portföy,Hisse Senedi,Sürdürülebilirlik,true,false,Tümü
HKG,ZİRAAT PORTFÖY HALK'IN ÜRETEN KADINLARI DEĞİŞKEN FON,Değişken Şemsiye Fonu,Ziraat Portföy,Değişken,Kadın,true,false,Tümü
FAK,FONMAP PORTFÖY ALTIN KATILIM FONU,Katılım Şemsiye Fonu,Fonmap Portföy,Emtia,Altın Fonu,false,false,Tümü
